race_id,venue,race_date,race_name,distance,grade,single_dog_name,issue_type
apth_2025-02-06_520_5,APTH,2025-02-06,,520,5,"Federal Blue Boy","Single dog race - incomplete data"
ap_k_2025-02-06_530_2_3_4,AP_K,2025-02-06,,530,2/3/4,"Peaky Boo","Single dog race - incomplete data"
ap_k_2025-02-06_595_3_4_5,AP_K,2025-02-06,,595,3/4/5,"Finniss Jewel","Single dog race - incomplete data"
caso_2025-02-06_300_4_5,CASO,2025-02-06,,300,4/5,"Sunset Panama","Single dog race - incomplete data"
caso_2025-02-06_300_5,CASO,2025-02-06,,300,5,"Rana Herrera","Single dog race - incomplete data"
dapt_2025-02-06_297_5,DAPT,2025-02-06,,297,5,"Slippery Gunn","Single dog race - incomplete data"
hobt_2025-02-06_340_5,HOBT,2025-02-06,,340,5,"Highgate Sniper","Single dog race - incomplete data"
hobt_2025-02-06_340_INV,HOBT,2025-02-06,,340,INV,"Darryl's Choice","Single dog race - incomplete data"
musw_2025-02-06_336_4_5,MUSW,2025-02-06,,336,4/5,"Maggie Jean","Single dog race - incomplete data"
musw_2025-02-06_336_M,MUSW,2025-02-06,,336,M,"Canya Please","Single dog race - incomplete data"
san_2025-02-06_515_Grade_5,SAN,2025-02-06,,515,"Grade 5","BARTY CROUCH","Single dog race - incomplete data"
she_2025-02-06_450_Tier_3_-_Grade_7,SHE,2025-02-06,,450,"Tier 3 - Grade 7","TURN THE TIDE","Single dog race - incomplete data"
war_2025-02-06_390_Grade_5,WAR,2025-02-06,,390,"Grade 5","Scott To Burn","Single dog race - incomplete data"
war_2025-02-06_400_Grade_5,WAR,2025-02-06,,400,"Grade 5",TORRENTIAL,"Single dog race - incomplete data"
war_2025-02-06_400_Maiden,WAR,2025-02-06,,400,Maiden,"TRENDY MOVER","Single dog race - incomplete data"
war_2025-02-06_400_Mixed_4_5,WAR,2025-02-06,,400,"Mixed 4/5","ARKA SOLAR","Single dog race - incomplete data"
w_pk_2025-02-06_520_5,W_PK,2025-02-06,,520,5,"Norma Said","Single dog race - incomplete data"
apwe_2025-02-05_395_BT8,APWE,2025-02-05,,395,BT8,"Waikarie Misty","Single dog race - incomplete data"
apwe_2025-02-05_395_M,APWE,2025-02-05,,395,M,"Hey Marty","Single dog race - incomplete data"
bal_2025-02-05_390_Mixed_4_5,BAL,2025-02-05,,390,"Mixed 4/5","Augustus Finch","Single dog race - incomplete data"
capa_2025-02-05_366_4_5,CAPA,2025-02-05,,366,4/5,"Phantom Juliet","Single dog race - incomplete data"
gawl_2025-02-05_400_TG1-4W,GAWL,2025-02-05,,400,TG1-4W,"Lily Skye High","Single dog race - incomplete data"
gawl_2025-02-05_531_TG1-4W,GAWL,2025-02-05,,531,TG1-4W,"Knock Off Cans","Single dog race - incomplete data"
grdn_2025-02-05_400_FFA,GRDN,2025-02-05,,400,FFA,Disorderly,"Single dog race - incomplete data"
gunn_2025-02-05_340_4_5,GUNN,2025-02-05,,340,4/5,"Tralee Lola","Single dog race - incomplete data"
gunn_2025-02-05_340_5,GUNN,2025-02-05,,340,5,"Tralee Charlie","Single dog race - incomplete data"
rich_2025-02-05_320_5,RICH,2025-02-05,,320,5,"Lady Slick","Single dog race - incomplete data"
rock_2025-02-05_407_BT8,ROCK,2025-02-05,,407,BT8,Salute,"Single dog race - incomplete data"
sal_2025-02-05_435_Grade_5_T3,SAL,2025-02-05,,435,"Grade 5 T3","Aston Plus","Single dog race - incomplete data"
sal_2025-02-05_435_Tier_3_-_Grade_7,SAL,2025-02-05,,435,"Tier 3 - Grade 7","Master Eduardo","Single dog race - incomplete data"
sal_2025-02-05_435_Tier_3_-_Maiden,SAL,2025-02-05,,435,"Tier 3 - Maiden","EAR MUFFS","Single dog race - incomplete data"
bul_2025-02-04_340_5,BUL,2025-02-04,,340,5,"Big Pablo","Single dog race - incomplete data"
bul_2025-02-04_340_M,BUL,2025-02-04,,340,M,"Intrepid Eagle","Single dog race - incomplete data"
gosf_2025-02-04_388_5,GOSF,2025-02-04,,388,5,"Just Ken","Single dog race - incomplete data"
iptu_2025-02-04_431_4_5,IPTU,2025-02-04,,431,4/5,"Gracie's Myth","Single dog race - incomplete data"
mand_2025-02-04_400_M,MAND,2025-02-04,,400,M,"Too Hard","Single dog race - incomplete data"
mand_2025-02-04_400_NOV,MAND,2025-02-04,,400,NOV,"Rent Free","Single dog race - incomplete data"
mbs_2025-02-04_300_2_3_4,MBS,2025-02-04,,300,2/3/4,"Street Beast","Single dog race - incomplete data"
mbs_2025-02-04_300_I,MBS,2025-02-04,,300,I,"Blue Pride","Single dog race - incomplete data"
mbs_2025-02-04_300_M,MBS,2025-02-04,,300,M,"Little Lagertha","Single dog race - incomplete data"
war_2025-02-04_400_Grade_5,WAR,2025-02-04,,400,"Grade 5","Riviera Bale","Single dog race - incomplete data"
war_2025-02-04_400_Maiden,WAR,2025-02-04,,400,Maiden,"WHY NOT ZACH","Single dog race - incomplete data"
war_2025-02-04_400_Mixed_6_7,WAR,2025-02-04,,400,"Mixed 6/7","VIVA LA VIDA","Single dog race - incomplete data"
apmo_2025-02-03_520_5,APMO,2025-02-03,,520,5,"Sunny Smiles","Single dog race - incomplete data"
lctn_2025-02-03_278_6,LCTN,2025-02-03,,278,6,"Hellyer Stubb","Single dog race - incomplete data"
lctn_2025-02-03_278_R_W,LCTN,2025-02-03,,278,R/W,Disfunctional,"Single dog race - incomplete data"
lctn_2025-02-03_515_SE,LCTN,2025-02-03,,515,SE,"NO RESTRICTIONS","Single dog race - incomplete data"
mait_2025-02-03_400_4_5,MAIT,2025-02-03,,400,4/5,"Aston Handley","Single dog race - incomplete data"
mait_2025-02-03_400_5,MAIT,2025-02-03,,400,5,"Our Apprentice","Single dog race - incomplete data"
mand_2025-02-03_300_FFA,MAND,2025-02-03,,300,FFA,"Buddy's Mate","Single dog race - incomplete data"
mand_2025-02-03_400_LS6,MAND,2025-02-03,,400,LS6,"Warm Regards","Single dog race - incomplete data"
nowr_2025-02-03_365_M,NOWR,2025-02-03,,365,M,"Uncle Walter","Single dog race - incomplete data"
nowr_2025-02-03_365_M1_M2_M3,NOWR,2025-02-03,,365,M1/M2/M3,"War Hawk","Single dog race - incomplete data"
nowr_2025-02-03_520_5,NOWR,2025-02-03,,520,5,"Mick's Over","Single dog race - incomplete data"
san_2025-02-03_515_Mixed_4_5,SAN,2025-02-03,,515,"Mixed 4/5","TWO BOO HOOK","Single dog race - incomplete data"
war_2025-02-03_390_Maiden,WAR,2025-02-03,,390,Maiden,"RIGHT HAND ROCKY","Single dog race - incomplete data"
war_2025-02-03_390_Mixed_6_7,WAR,2025-02-03,,390,"Mixed 6/7","ACTION ROYALE","Single dog race - incomplete data"
war_2025-02-03_450_Maiden,WAR,2025-02-03,,450,Maiden,"INGA FREDDY","Single dog race - incomplete data"
war_2025-02-03_450_Mixed_6_7,WAR,2025-02-03,,450,"Mixed 6/7","BURN THE BEND","Single dog race - incomplete data"
apsu_2025-02-02_331_M,APSU,2025-02-02,,331,M,"Nimble Zeal","Single dog race - incomplete data"
apsu_2025-02-02_331_M5,APSU,2025-02-02,,331,M5,"Obliging Travis","Single dog race - incomplete data"
capa_2025-02-02_366_NOV,CAPA,2025-02-02,,366,NOV,"Quick Zip Franky","Single dog race - incomplete data"
hea_2025-02-02_350_Free_For_All,HEA,2025-02-02,,350,"Free For All","Fernando Gomez","Single dog race - incomplete data"
hea_2025-02-02_350_Mixed_4_5,HEA,2025-02-02,,350,"Mixed 4/5","AYIA NEIGHBOUR","Single dog race - incomplete data"
mt_g_2025-02-02_305_I,MT_G,2025-02-02,,305,I,"Lightning Pest","Single dog race - incomplete data"
rich_2025-02-02_320_M,RICH,2025-02-02,,320,M,"Red Shoestring","Single dog race - incomplete data"
cann_2025-02-01_520_5,CANN,2025-02-01,,520,5,Torino,"Single dog race - incomplete data"
dubo_2025-02-01_318_4_5,DUBO,2025-02-01,,318,4/5,"Adele Cargo","Single dog race - incomplete data"
dubo_2025-02-01_318_5,DUBO,2025-02-01,,318,5,"Swift Secret","Single dog race - incomplete data"
dubo_2025-02-01_400_FFA,DUBO,2025-02-01,,400,FFA,"Candice Keeping","Single dog race - incomplete data"
grdn_2025-02-01_400_4,GRDN,2025-02-01,,400,4,"Pleasure Cruise","Single dog race - incomplete data"
grdn_2025-02-01_400_M,GRDN,2025-02-01,,400,M,"Bubble Whacker","Single dog race - incomplete data"
grdn_2025-02-01_600_5,GRDN,2025-02-01,,600,5,"Wild Octane","Single dog race - incomplete data"
ipsa_2025-02-01_520_5,IPSA,2025-02-01,,520,5,"DAINTREE PEGGY","Single dog race - incomplete data"
musw_2025-02-01_336_M,MUSW,2025-02-01,,336,M,"Audrey's Express","Single dog race - incomplete data"
musw_2025-02-01_336_NG1-4,MUSW,2025-02-01,,336,NG1-4,"Maggie Jean","Single dog race - incomplete data"
she_2025-02-01_390_Grade_7,SHE,2025-02-01,,390,"Grade 7","BIG REVEAL","Single dog race - incomplete data"
she_2025-02-01_390_Maiden,SHE,2025-02-01,,390,Maiden,"SCOTT SCOTCH","Single dog race - incomplete data"
she_2025-02-01_390_Restricted_Win,SHE,2025-02-01,,390,"Restricted Win","WAS HE SLOW","Single dog race - incomplete data"
she_2025-02-01_450_Grade_5,SHE,2025-02-01,,450,"Grade 5","DARRA RUBY","Single dog race - incomplete data"
she_2025-02-01_450_Mixed_6_7,SHE,2025-02-01,,450,"Mixed 6/7","SAVVY LONG LEGS","Single dog race - incomplete data"
w_pk_2025-02-01_520_5,W_PK,2025-02-01,,520,5,"Spring Gold","Single dog race - incomplete data"
gee_2025-01-31_400_Mixed_6_7,GEE,2025-01-31,,400,"Mixed 6/7","QUEST FOR SPIRIT","Single dog race - incomplete data"
goul_2025-01-31_350_M,GOUL,2025-01-31,,350,M,"Psycho Fury","Single dog race - incomplete data"
grdn_2025-01-31_400_5,GRDN,2025-01-31,,400,5,"She's Graceful","Single dog race - incomplete data"
grdn_2025-01-31_515_5,GRDN,2025-01-31,,515,5,"Gypsy Flyer","Single dog race - incomplete data"
rich_2025-01-31_320_4_5,RICH,2025-01-31,,320,4/5,"CARLY BALE","Single dog race - incomplete data"
waga_2025-01-31_320_5,WAGA,2025-01-31,,320,5,"Cruising Christa","Single dog race - incomplete data"
waga_2025-01-31_400_5,WAGA,2025-01-31,,400,5,"Magic Eclipse","Single dog race - incomplete data"
war_2025-01-31_400_Grade_5_T3,WAR,2025-01-31,,400,"Grade 5 T3","JASON ROSE","Single dog race - incomplete data"
apth_2025-01-30_520_5,APTH,2025-01-30,,520,5,"Royal Voltage","Single dog race - incomplete data"
apth_2025-01-30_710_OPEN,APTH,2025-01-30,,710,OPEN,"Jeremiah Fire","Single dog race - incomplete data"
ap_k_2025-01-30_595_4_5,AP_K,2025-01-30,,595,4/5,"Finniss Jewel","Single dog race - incomplete data"
caso_2025-01-30_300_5,CASO,2025-01-30,,300,5,"Call Me Sweety","Single dog race - incomplete data"
caso_2025-01-30_484_MX,CASO,2025-01-30,,484,MX,"Mum's Bugatti","Single dog race - incomplete data"
dapt_2025-01-30_520_MX,DAPT,2025-01-30,,520,MX,"BOXCAR MOLLY","Single dog race - incomplete data"
dapt_2025-01-30_600_5,DAPT,2025-01-30,,600,5,Macmerry,"Single dog race - incomplete data"
hobt_2025-01-30_461_6,HOBT,2025-01-30,,461,6,Thirsk,"Single dog race - incomplete data"
hobt_2025-01-30_461_R_W,HOBT,2025-01-30,,461,R/W,"STEP ON IT","Single dog race - incomplete data"
ipth_2025-01-30_288_PM,IPTH,2025-01-30,,288,PM,"Alpha Gilligan","Single dog race - incomplete data"
mand_2025-01-30_400_6,MAND,2025-01-30,,400,6,"Holloway's Flyer","Single dog race - incomplete data"
mt_g_2025-01-30_305_M,MT_G,2025-01-30,,305,M,"Sweet Babysitter","Single dog race - incomplete data"
mt_g_2025-01-30_512_TG5+W,MT_G,2025-01-30,,512,TG5+W,"Bruno's Encanto","Single dog race - incomplete data"
rics_2025-01-30_324_4_5,RICS,2025-01-30,,324,4/5,"China Sky","Single dog race - incomplete data"
rics_2025-01-30_324_FFA,RICS,2025-01-30,,324,FFA,Viliame,"Single dog race - incomplete data"
rics_2025-01-30_324_NG,RICS,2025-01-30,,324,NG,"Typhoon Nev","Single dog race - incomplete data"
san_2025-01-30_515_Grade_5,SAN,2025-01-30,,515,"Grade 5","BARTY CROUCH","Single dog race - incomplete data"
she_2025-01-30_390_Grade_5,SHE,2025-01-30,,390,"Grade 5",Kaori,"Single dog race - incomplete data"
she_2025-01-30_390_Maiden,SHE,2025-01-30,,390,Maiden,"WHIPSTICK JORDAN","Single dog race - incomplete data"
war_2025-01-30_390_Grade_4,WAR,2025-01-30,,390,"Grade 4","MEAN PEACE","Single dog race - incomplete data"
war_2025-01-30_390_Maiden,WAR,2025-01-30,,390,Maiden,"INGA FREDDY","Single dog race - incomplete data"
war_2025-01-30_400_Grade_5_T3,WAR,2025-01-30,,400,"Grade 5 T3","Aston Plus","Single dog race - incomplete data"
war_2025-01-30_400_Tier_3_-_Grade_6,WAR,2025-01-30,,400,"Tier 3 - Grade 6","MINH CANDY","Single dog race - incomplete data"
war_2025-01-30_400_Tier_3_-_Grade_7,WAR,2025-01-30,,400,"Tier 3 - Grade 7","MISS GALORE","Single dog race - incomplete data"
war_2025-01-30_400_Tier_3_-_Maiden,WAR,2025-01-30,,400,"Tier 3 - Maiden","TRENDY MOVER","Single dog race - incomplete data"
w_pk_2025-01-30_520_4_5,W_PK,2025-01-30,,520,4/5,"Irinka Benji","Single dog race - incomplete data"
bal_2025-01-29_450_Grade_5,BAL,2025-01-29,,450,"Grade 5","MATCHBOX FLAME","Single dog race - incomplete data"
bal_2025-01-29_450_Group_Listed,BAL,2025-01-29,,450,"Group Listed","SPRINGER'S BOY","Single dog race - incomplete data"
bal_2025-01-29_450_Restricted_Win,BAL,2025-01-29,,450,"Restricted Win","INNER VISION","Single dog race - incomplete data"
ben_2025-01-29_425_Grade_5_T3,BEN,2025-01-29,,425,"Grade 5 T3","CLOSE COMBAT","Single dog race - incomplete data"
grdn_2025-01-29_400_M,GRDN,2025-01-29,,400,M,"Crikey Eddie","Single dog race - incomplete data"
hea_2025-01-29_300_Grade_5,HEA,2025-01-29,,300,"Grade 5","TAILS OF JONNY","Single dog race - incomplete data"
rock_2025-01-29_407_4,ROCK,2025-01-29,,407,4,"MILL ALI","Single dog race - incomplete data"
rock_2025-01-29_510_5,ROCK,2025-01-29,,510,5,Salute,"Single dog race - incomplete data"
tema_2025-01-29_457_5,TEMA,2025-01-29,,457,5,"Fleur Izmir","Single dog race - incomplete data"
bul_2025-01-28_340_FFA,BUL,2025-01-28,,340,FFA,Disorderly,"Single dog race - incomplete data"
bul_2025-01-28_400_5,BUL,2025-01-28,,400,5,"Clean Engines","Single dog race - incomplete data"
gee_2025-01-28_400_Grade_7,GEE,2025-01-28,,400,"Grade 7","BIG REVEAL","Single dog race - incomplete data"
gee_2025-01-28_400_Maiden,GEE,2025-01-28,,400,Maiden,"BLACKPOOL GIGI","Single dog race - incomplete data"
gosf_2025-01-28_388_5,GOSF,2025-01-28,,388,5,"Lydia Wave","Single dog race - incomplete data"
gosf_2025-01-28_515_5,GOSF,2025-01-28,,515,5,"MR. BURNER","Single dog race - incomplete data"
graf_2025-01-28_350_5,GRAF,2025-01-28,,350,5,"Tiny Barcia","Single dog race - incomplete data"
hor_2025-01-28_410_Grade_5_Heat,HOR,2025-01-28,,410,"Grade 5 Heat","Nangar Express","Single dog race - incomplete data"
hor_2025-01-28_410_Grade_7,HOR,2025-01-28,,410,"Grade 7","ENZO ENVY","Single dog race - incomplete data"
hor_2025-01-28_485_Grade_5,HOR,2025-01-28,,485,"Grade 5","ZIPPING SCOOBY","Single dog race - incomplete data"
iptu_2025-01-28_431_5,IPTU,2025-01-28,,431,5,"Our Boy Chopper","Single dog race - incomplete data"
iptu_2025-01-28_431_NOV,IPTU,2025-01-28,,431,NOV,"My Cujo","Single dog race - incomplete data"
lctn_2025-01-28_278_5,LCTN,2025-01-28,,278,5,"Mad Eye Ross","Single dog race - incomplete data"
lctn_2025-01-28_515_4,LCTN,2025-01-28,,515,4,"Buckle Up Yarni","Single dog race - incomplete data"
lctn_2025-01-28_515_5,LCTN,2025-01-28,,515,5,"STEP ON IT","Single dog race - incomplete data"
lctn_2025-01-28_600_5,LCTN,2025-01-28,,600,5,"Two Girls","Single dog race - incomplete data"
mbs_2025-01-28_300_4_5,MBS,2025-01-28,,300,4/5,"Blue Pride","Single dog race - incomplete data"
mbs_2025-01-28_300_M,MBS,2025-01-28,,300,M,"Shiloh Tanaeya","Single dog race - incomplete data"
mbs_2025-01-28_350_3_4_5,MBS,2025-01-28,,350,3/4/5,"Street Beast","Single dog race - incomplete data"
war_2025-01-28_400_Grade_5,WAR,2025-01-28,,400,"Grade 5","All On Merrett","Single dog race - incomplete data"
war_2025-01-28_400_Grade_6,WAR,2025-01-28,,400,"Grade 6","VIVA LA VIDA","Single dog race - incomplete data"
ap_k_2025-01-27_530_6,AP_K,2025-01-27,,530,6,"Terrific Lucy","Single dog race - incomplete data"
ap_k_2025-01-27_730_FFA,AP_K,2025-01-27,,730,FFA,"Lily Skye High","Single dog race - incomplete data"
lctn_2025-01-27_515_SE,LCTN,2025-01-27,,515,SE,"NO RESTRICTIONS","Single dog race - incomplete data"
mait_2025-01-27_400_5,MAIT,2025-01-27,,400,5,"Our Apprentice","Single dog race - incomplete data"
mand_2025-01-27_300_FFA,MAND,2025-01-27,,300,FFA,"Buddy's Mate","Single dog race - incomplete data"
nowr_2025-01-27_520_5,NOWR,2025-01-27,,520,5,"Mick's Over","Single dog race - incomplete data"
san_2025-01-27_595_Restricted_Win,SAN,2025-01-27,,595,"Restricted Win","RING ME LATER","Single dog race - incomplete data"
she_2025-01-27_390_Grade_5,SHE,2025-01-27,,390,"Grade 5","FRANK GRIMES","Single dog race - incomplete data"
war_2025-01-27_390_Grade_6,WAR,2025-01-27,,390,"Grade 6","NAILED IT","Single dog race - incomplete data"
war_2025-01-27_390_Mixed_4_5,WAR,2025-01-27,,390,"Mixed 4/5","Stress Test","Single dog race - incomplete data"
war_2025-01-27_450_Grade_7,WAR,2025-01-27,,450,"Grade 7","RUSTY RANCHER","Single dog race - incomplete data"
apsu_2025-01-26_331_M,APSU,2025-01-26,,331,M,"PRINCE AMAROK","Single dog race - incomplete data"
capa_2025-01-26_366_M5,CAPA,2025-01-26,,366,M5,"Messy In Heaven","Single dog race - incomplete data"
capa_2025-01-26_366_R_W,CAPA,2025-01-26,,366,R/W,"Big Suba","Single dog race - incomplete data"
gawl_2025-01-26_643_5_6,GAWL,2025-01-26,,643,5/6,"Knock Off Cans","Single dog race - incomplete data"
hea_2025-01-26_300_Grade_5,HEA,2025-01-26,,300,"Grade 5","Especial Yogi","Single dog race - incomplete data"
rich_2025-01-26_401_M1_M2_M3,RICH,2025-01-26,,401,M1/M2/M3,"Venus Banner","Single dog race - incomplete data"
sal_2025-01-26_435_Grade_5,SAL,2025-01-26,,435,"Grade 5","FOUR PIES SAINT","Single dog race - incomplete data"
sal_2025-01-26_435_Maiden,SAL,2025-01-26,,435,Maiden,"EAR MUFFS","Single dog race - incomplete data"
sal_2025-01-26_510_Grade_5,SAL,2025-01-26,,510,"Grade 5","MY NAME'S EVELYN","Single dog race - incomplete data"
ben_2025-01-25_500_Grade_5,BEN,2025-01-25,,500,"Grade 5","ZIPPING SCOOBY","Single dog race - incomplete data"
ben_2025-01-25_500_Mixed_4_5,BEN,2025-01-25,,500,"Mixed 4/5","Solitary Flame","Single dog race - incomplete data"
cann_2025-01-25_520_5,CANN,2025-01-25,,520,5,"Kisses For Ruby","Single dog race - incomplete data"
cann_2025-01-25_520_NOV,CANN,2025-01-25,,520,NOV,"My Mum Mia","Single dog race - incomplete data"
dubo_2025-01-25_516_MX,DUBO,2025-01-25,,516,MX,"Lend Me Sixty","Single dog race - incomplete data"
grdn_2025-01-25_400_4_5,GRDN,2025-01-25,,400,4/5,"Pleasure Cruise","Single dog race - incomplete data"
grdn_2025-01-25_515_4_5,GRDN,2025-01-25,,515,4/5,"Gypsy Flyer","Single dog race - incomplete data"
mea_2025-01-25_525_Mixed_3_4,MEA,2025-01-25,,525,"Mixed 3/4","Hotel Whisky One","Single dog race - incomplete data"
musw_2025-01-25_336_5,MUSW,2025-01-25,,336,5,"Just Too Easy","Single dog race - incomplete data"
musw_2025-01-25_336_M,MUSW,2025-01-25,,336,M,"Audrey's Express","Single dog race - incomplete data"
musw_2025-01-25_431_NG1-4,MUSW,2025-01-25,,431,NG1-4,"Mission To Fly","Single dog race - incomplete data"
ben_2025-01-24_425_Maiden,BEN,2025-01-24,,425,Maiden,"BOGGY PUB","Single dog race - incomplete data"
ben_2025-01-24_425_Mixed_4_5,BEN,2025-01-24,,425,"Mixed 4/5","Augustus Finch","Single dog race - incomplete data"
gee_2025-01-24_400_Grade_5,GEE,2025-01-24,,400,"Grade 5","ELENA'S JEBRYNAH","Single dog race - incomplete data"
ipfr_2025-01-24_431_3_4,IPFR,2025-01-24,,431,3/4,"Diva Signal","Single dog race - incomplete data"
ipfr_2025-01-24_431_P5,IPFR,2025-01-24,,431,P5,"Pause Control","Single dog race - incomplete data"
mand_2025-01-24_400_5,MAND,2025-01-24,,400,5,"Sunset Blackhawk","Single dog race - incomplete data"
mand_2025-01-24_400_NOV,MAND,2025-01-24,,400,NOV,"West On Harry","Single dog race - incomplete data"
mbr_2025-01-24_395_SE,MBR,2025-01-24,,395,SE,"Victory Club","Single dog race - incomplete data"
rich_2025-01-24_320_5,RICH,2025-01-24,,320,5,"Acknowledge Me","Single dog race - incomplete data"
tvle_2025-01-24_380_5,TVLE,2025-01-24,,380,5,"Major Bloom","Single dog race - incomplete data"
ap_k_2025-01-23_342_6,AP_K,2025-01-23,,342,6,"Zinfandel Austin","Single dog race - incomplete data"
ap_k_2025-01-23_595_4_5,AP_K,2025-01-23,,595,4/5,"Finniss Jewel","Single dog race - incomplete data"
caso_2025-01-23_300_5,CASO,2025-01-23,,300,5,"Call Me Sweety","Single dog race - incomplete data"
caso_2025-01-23_411_5,CASO,2025-01-23,,411,5,"Integrity Al","Single dog race - incomplete data"
caso_2025-01-23_411_NG1-4,CASO,2025-01-23,,411,NG1-4,"Snake And Ladder","Single dog race - incomplete data"
dapt_2025-01-23_297_M,DAPT,2025-01-23,,297,M,"Mount Barker","Single dog race - incomplete data"
hobt_2025-01-23_340_J_M,HOBT,2025-01-23,,340,J/M,Impey,"Single dog race - incomplete data"
hobt_2025-01-23_461_5,HOBT,2025-01-23,,461,5,"STEP ON IT","Single dog race - incomplete data"
hobt_2025-01-23_461_6,HOBT,2025-01-23,,461,6,Thirsk,"Single dog race - incomplete data"
ipth_2025-01-23_288_3_4,IPTH,2025-01-23,,288,3/4,"Smart Houdini","Single dog race - incomplete data"
ipth_2025-01-23_288_5,IPTH,2025-01-23,,288,5,"Dual Jewel","Single dog race - incomplete data"
mt_g_2025-01-23_400_TG1-4W,MT_G,2025-01-23,,400,TG1-4W,"Sudoku Jade","Single dog race - incomplete data"
rics_2025-01-23_324_5,RICS,2025-01-23,,324,5,Smooch,"Single dog race - incomplete data"
san_2025-01-23_595_Group_Listed,SAN,2025-01-23,,595,"Group Listed","PAW LOU LOU","Single dog race - incomplete data"
she_2025-01-23_450_Tier_3_-_Restricted_Win,SHE,2025-01-23,,450,"Tier 3 - Restricted Win","SAVVY LONG LEGS","Single dog race - incomplete data"
war_2025-01-23_390_Maiden,WAR,2025-01-23,,390,Maiden,"AUSSIE FERNANDO","Single dog race - incomplete data"
war_2025-01-23_400_Grade_5_T3,WAR,2025-01-23,,400,"Grade 5 T3","Texas Long Horn","Single dog race - incomplete data"
war_2025-01-23_400_Tier_3_-_Grade_7,WAR,2025-01-23,,400,"Tier 3 - Grade 7","SUPER SPEED","Single dog race - incomplete data"
war_2025-01-23_450_Mixed_6_7,WAR,2025-01-23,,450,"Mixed 6/7","INNER VISION","Single dog race - incomplete data"
war_2025-01-23_460_Tier_3_-_Restricted_Win,WAR,2025-01-23,,460,"Tier 3 - Restricted Win","Master Eduardo","Single dog race - incomplete data"
w_pk_2025-01-23_520_FFA,W_PK,2025-01-23,,520,FFA,"Canya Love Me","Single dog race - incomplete data"
apwe_2025-01-22_395_M,APWE,2025-01-22,,395,M,"Trendy Art","Single dog race - incomplete data"
apwe_2025-01-22_520_M5,APWE,2025-01-22,,520,M5,"Where Is He","Single dog race - incomplete data"
bal_2025-01-22_390_Mixed_6_7,BAL,2025-01-22,,390,"Mixed 6/7","QUEST FOR SPIRIT","Single dog race - incomplete data"
bal_2025-01-22_450_S_E_Heat,BAL,2025-01-22,,450,"S/E Heat","SPRINGER'S BOY","Single dog race - incomplete data"
ben_2025-01-22_425_Grade_7,BEN,2025-01-22,,425,"Grade 7","ASTON MERRICK","Single dog race - incomplete data"
ben_2025-01-22_425_Maiden,BEN,2025-01-22,,425,Maiden,"WHIPSTICK JORDAN","Single dog race - incomplete data"
bul_2025-01-22_340_FFA,BUL,2025-01-22,,340,FFA,"Bossa Nova","Single dog race - incomplete data"
capa_2025-01-22_366_5,CAPA,2025-01-22,,366,5,"Big Suba","Single dog race - incomplete data"
capa_2025-01-22_366_NOV,CAPA,2025-01-22,,366,NOV,"Just Released","Single dog race - incomplete data"
hea_2025-01-22_300_Grade_5,HEA,2025-01-22,,300,"Grade 5","TAILS OF JONNY","Single dog race - incomplete data"
mea_2025-01-22_525_Maiden,MEA,2025-01-22,,525,Maiden,"BETTER OFF","Single dog race - incomplete data"
mea_2025-01-22_525_Mixed_6_7_Heat,MEA,2025-01-22,,525,"Mixed 6/7 Heat","RUSTY RANCHER","Single dog race - incomplete data"
rock_2025-01-22_407_4,ROCK,2025-01-22,,407,4,"MILL ALI","Single dog race - incomplete data"
rock_2025-01-22_407_5,ROCK,2025-01-22,,407,5,"NO RIGHT TURNS","Single dog race - incomplete data"
rock_2025-01-22_407_BT8,ROCK,2025-01-22,,407,BT8,Salute,"Single dog race - incomplete data"
rock_2025-01-22_407_NOV,ROCK,2025-01-22,,407,NOV,"Mustang King","Single dog race - incomplete data"
gosf_2025-01-21_388_5,GOSF,2025-01-21,,388,5,"Lochinvar Tiger","Single dog race - incomplete data"
gosf_2025-01-21_515_5,GOSF,2025-01-21,,515,5,"Norma Said","Single dog race - incomplete data"
iptu_2025-01-21_431_4_5,IPTU,2025-01-21,,431,4/5,"Taking Souls","Single dog race - incomplete data"
tema_2025-01-21_330_M,TEMA,2025-01-21,,330,M,"Count Joker","Single dog race - incomplete data"
war_2025-01-21_400_Grade_5,WAR,2025-01-21,,400,"Grade 5","Aston Plus","Single dog race - incomplete data"
apmo_2025-01-20_520_5,APMO,2025-01-20,,520,5,"What About Mick","Single dog race - incomplete data"
apmo_2025-01-20_710_5,APMO,2025-01-20,,710,5,"Fast Money","Single dog race - incomplete data"
ap_k_2025-01-20_342_5,AP_K,2025-01-20,,342,5,"Blue Pride","Single dog race - incomplete data"
ap_k_2025-01-20_530_3_4_5,AP_K,2025-01-20,,530,3/4/5,"Street Beast","Single dog race - incomplete data"
ap_k_2025-01-20_530_6,AP_K,2025-01-20,,530,6,"Terrific Lucy","Single dog race - incomplete data"
bal_2025-01-20_390_Maiden,BAL,2025-01-20,,390,Maiden,"DEAL BREAKER","Single dog race - incomplete data"
lctn_2025-01-20_278_4,LCTN,2025-01-20,,278,4,Disfunctional,"Single dog race - incomplete data"
nowr_2025-01-20_365_5,NOWR,2025-01-20,,365,5,"Skedaddle Percy","Single dog race - incomplete data"
nowr_2025-01-20_520_M,NOWR,2025-01-20,,520,M,"Ashby Toucan","Single dog race - incomplete data"
